order_id,created_at,website_session_id,user_id,primary_product_id,items_purchased,price_usd,cogs_usd
2644,"2013-01-05 03:23:11",63386,57217,1,1,49.99,19.49
2645,"2013-01-05 12:52:29",63417,57242,1,1,49.99,19.49
2646,"2013-01-05 14:23:36",63426,57249,1,1,49.99,19.49
2647,"2013-01-05 17:47:43",63445,57263,1,1,49.99,19.49
2648,"2013-01-05 19:51:09",63464,57278,1,1,49.99,19.49
2649,"2013-01-05 23:30:00",63486,57291,1,1,49.99,19.49
2650,"2013-01-06 05:12:15",63513,57317,1,1,49.99,19.49
2651,"2013-01-06 08:36:39",63521,57324,1,1,49.99,19.49
2652,"2013-01-06 13:10:45",63534,57334,1,1,49.99,19.49
2653,"2013-01-06 18:05:17",63555,57351,1,1,49.99,19.49
2654,"2013-01-06 18:11:58",63558,57353,1,1,49.99,19.49
2655,"2013-01-06 20:31:29",63579,57372,1,1,49.99,19.49
2656,"2013-01-06 21:14:04",63585,57378,1,1,49.99,19.49
2657,"2013-01-07 00:12:59",63605,37500,1,1,49.99,19.49
2658,"2013-01-07 02:36:21",63621,57405,1,1,49.99,19.49
2659,"2013-01-07 03:26:02",63625,57409,1,1,49.99,19.49
2660,"2013-01-07 03:44:28",63630,57413,1,1,49.99,19.49
2661,"2013-01-07 14:46:48",63708,57468,1,1,49.99,19.49
2662,"2013-01-07 16:40:06",63737,57489,2,1,59.99,22.49
2663,"2013-01-07 17:33:34",63747,57498,2,1,59.99,22.49
2664,"2013-01-07 18:31:40",63765,57510,1,1,49.99,19.49
2665,"2013-01-07 20:25:02",63795,57531,1,1,49.99,19.49
2666,"2013-01-07 22:33:24",63818,43888,1,1,49.99,19.49
2667,"2013-01-07 23:45:06",63832,57560,1,1,49.99,19.49
2668,"2013-01-08 01:25:42",63848,57573,1,1,49.99,19.49
2669,"2013-01-08 01:37:54",63849,52922,1,1,49.99,19.49
2670,"2013-01-08 02:39:56",63860,57582,1,1,49.99,19.49
2671,"2013-01-08 02:56:24",63863,57585,1,1,49.99,19.49
2672,"2013-01-08 03:33:13",63866,57588,1,1,49.99,19.49
2673,"2013-01-08 05:59:18",63886,57604,1,1,49.99,19.49
2674,"2013-01-08 14:28:46",63934,57646,1,1,49.99,19.49
2675,"2013-01-08 14:54:20",63937,36915,1,1,49.99,19.49
2676,"2013-01-08 15:10:17",63939,57650,1,1,49.99,19.49
2677,"2013-01-08 16:27:44",63956,57662,1,1,49.99,19.49
2678,"2013-01-08 17:00:49",63964,39387,1,1,49.99,19.49
2679,"2013-01-08 19:35:39",63998,52344,1,1,49.99,19.49
2680,"2013-01-08 19:50:45",64003,42900,1,1,49.99,19.49
2681,"2013-01-08 20:07:37",64007,57695,1,1,49.99,19.49
2682,"2013-01-08 20:30:56",64011,57698,2,1,59.99,22.49
2683,"2013-01-08 20:33:31",64015,38696,2,1,59.99,22.49
2684,"2013-01-08 20:55:08",64022,57706,1,1,49.99,19.49
2685,"2013-01-08 21:05:14",64027,57710,1,1,49.99,19.49
2686,"2013-01-08 21:14:31",64032,57713,1,1,49.99,19.49
2687,"2013-01-08 21:16:24",64029,57712,1,1,49.99,19.49
2688,"2013-01-08 22:51:08",64057,57731,2,1,59.99,22.49
2689,"2013-01-08 23:16:06",64063,57735,1,1,49.99,19.49
2690,"2013-01-09 05:52:52",64108,57770,1,1,49.99,19.49
2691,"2013-01-09 12:51:30",64138,57790,1,1,49.99,19.49
2692,"2013-01-09 14:40:29",64164,36861,1,1,49.99,19.49
2693,"2013-01-09 15:04:31",64170,57807,1,1,49.99,19.49
2694,"2013-01-09 15:13:47",64172,57808,1,1,49.99,19.49
2695,"2013-01-09 16:52:04",64198,57826,1,1,49.99,19.49
2696,"2013-01-09 16:57:49",64201,57828,1,1,49.99,19.49
2697,"2013-01-09 18:18:20",64218,50619,1,1,49.99,19.49
2698,"2013-01-09 18:40:35",64224,57846,1,1,49.99,19.49
2699,"2013-01-09 18:44:55",64226,57848,2,1,59.99,22.49
2700,"2013-01-09 19:14:23",64231,51611,1,1,49.99,19.49
2701,"2013-01-09 20:11:23",64249,48093,2,1,59.99,22.49
2702,"2013-01-09 20:20:57",64250,57863,1,1,49.99,19.49
2703,"2013-01-09 20:30:54",64256,57868,1,1,49.99,19.49
2704,"2013-01-09 20:50:24",64259,38471,1,1,49.99,19.49
2705,"2013-01-09 23:44:19",64303,57901,2,1,59.99,22.49
2706,"2013-01-10 00:07:23",64310,57908,1,1,49.99,19.49
2707,"2013-01-10 00:38:49",64316,57912,1,1,49.99,19.49
2708,"2013-01-10 01:16:16",64325,57917,1,1,49.99,19.49
2709,"2013-01-10 01:17:47",64330,57921,1,1,49.99,19.49
2710,"2013-01-10 01:18:49",64329,51657,2,1,59.99,22.49
2711,"2013-01-10 02:10:13",64340,57926,1,1,49.99,19.49
2712,"2013-01-10 03:37:41",64353,55403,1,1,49.99,19.49
2713,"2013-01-10 10:58:47",64390,57959,1,1,49.99,19.49
2714,"2013-01-10 11:33:21",64393,57961,2,1,59.99,22.49
2715,"2013-01-10 14:24:45",64418,57981,1,1,49.99,19.49
2716,"2013-01-10 15:02:29",64424,57985,2,1,59.99,22.49
2717,"2013-01-10 16:13:15",64440,57993,1,1,49.99,19.49
2718,"2013-01-10 16:46:52",64450,57998,1,1,49.99,19.49
2719,"2013-01-10 16:51:19",64451,57999,1,1,49.99,19.49
2720,"2013-01-10 17:17:42",64455,58002,1,1,49.99,19.49
2721,"2013-01-10 18:57:08",64480,36530,1,1,49.99,19.49
2722,"2013-01-10 19:11:09",64490,51091,1,1,49.99,19.49
2723,"2013-01-10 19:14:48",64489,58028,1,1,49.99,19.49
2724,"2013-01-10 22:09:26",64520,58048,2,1,59.99,22.49
2725,"2013-01-10 22:53:59",64532,53031,1,1,49.99,19.49
2726,"2013-01-11 04:00:28",64577,58088,1,1,49.99,19.49
2727,"2013-01-11 12:04:30",64617,58119,1,1,49.99,19.49
2728,"2013-01-11 17:08:04",64667,51619,1,1,49.99,19.49
2729,"2013-01-11 17:51:09",64674,58168,1,1,49.99,19.49
2730,"2013-01-11 18:06:23",64677,47823,1,1,49.99,19.49
2731,"2013-01-11 18:34:54",64686,58178,2,1,59.99,22.49
2732,"2013-01-11 18:56:25",64692,58183,1,1,49.99,19.49
2733,"2013-01-11 21:26:23",64731,58213,1,1,49.99,19.49
2734,"2013-01-11 21:45:25",64734,58215,1,1,49.99,19.49
2735,"2013-01-11 23:30:49",64749,58225,2,1,59.99,22.49
2736,"2013-01-12 04:22:11",64771,58240,1,1,49.99,19.49
2737,"2013-01-12 06:04:13",64776,58245,1,1,49.99,19.49
2738,"2013-01-12 13:01:51",64790,58256,2,1,59.99,22.49
2739,"2013-01-12 14:59:24",64799,58261,1,1,49.99,19.49
2740,"2013-01-12 19:13:28",64828,58284,1,1,49.99,19.49
2741,"2013-01-12 19:15:10",64831,58287,2,1,59.99,22.49
2742,"2013-01-13 13:22:13",64899,58338,1,1,49.99,19.49
2743,"2013-01-13 17:31:51",64919,50382,1,1,49.99,19.49
2744,"2013-01-14 00:05:00",64942,58373,1,1,49.99,19.49
2745,"2013-01-14 01:20:59",64950,58379,2,1,59.99,22.49
2746,"2013-01-14 02:48:44",64959,58387,1,1,49.99,19.49
2747,"2013-01-14 06:03:32",64984,58405,1,1,49.99,19.49
2748,"2013-01-14 12:29:02",65013,57179,1,1,49.99,19.49
2749,"2013-01-14 13:51:21",65024,58433,1,1,49.99,19.49
2750,"2013-01-14 15:15:48",65039,58443,1,1,49.99,19.49
2751,"2013-01-14 15:59:30",65051,58451,2,1,59.99,22.49
2752,"2013-01-14 18:44:14",65093,34017,1,1,49.99,19.49
2753,"2013-01-14 20:48:59",65132,58513,1,1,49.99,19.49
2754,"2013-01-14 22:14:05",65148,58524,1,1,49.99,19.49
2755,"2013-01-14 22:47:12",65151,58527,1,1,49.99,19.49
2756,"2013-01-14 23:16:11",65158,58533,1,1,49.99,19.49
2757,"2013-01-15 00:00:30",65166,58537,1,1,49.99,19.49
2758,"2013-01-15 01:30:40",65178,58545,1,1,49.99,19.49
2759,"2013-01-15 03:02:33",65197,52302,2,1,59.99,22.49
2760,"2013-01-15 04:50:42",65215,58573,1,1,49.99,19.49
2761,"2013-01-15 11:53:22",65243,53601,1,1,49.99,19.49
2762,"2013-01-15 12:29:51",65247,58595,1,1,49.99,19.49
2763,"2013-01-15 13:31:59",65256,52872,1,1,49.99,19.49
2764,"2013-01-15 14:44:51",65268,38668,2,1,59.99,22.49
2765,"2013-01-15 19:01:50",65334,58651,1,1,49.99,19.49
2766,"2013-01-15 19:26:53",65340,58654,1,1,49.99,19.49
2767,"2013-01-15 20:54:30",65368,38866,1,1,49.99,19.49
2768,"2013-01-15 20:55:19",65369,58670,1,1,49.99,19.49
2769,"2013-01-15 22:02:32",65389,58688,1,1,49.99,19.49
2770,"2013-01-15 23:03:06",65398,58694,1,1,49.99,19.49
2771,"2013-01-15 23:06:59",65400,58695,1,1,49.99,19.49
2772,"2013-01-15 23:31:12",65405,40635,1,1,49.99,19.49
2773,"2013-01-16 01:09:17",65424,58712,1,1,49.99,19.49
2774,"2013-01-16 02:23:46",65435,58721,1,1,49.99,19.49
2775,"2013-01-16 02:55:21",65440,38574,1,1,49.99,19.49
2776,"2013-01-16 03:26:27",65445,41057,1,1,49.99,19.49
2777,"2013-01-16 04:11:13",65450,58732,1,1,49.99,19.49
2778,"2013-01-16 05:34:59",65466,58745,1,1,49.99,19.49
2779,"2013-01-16 06:26:53",65472,58751,1,1,49.99,19.49
2780,"2013-01-16 09:14:17",65483,58760,1,1,49.99,19.49
2781,"2013-01-16 10:27:48",65488,49907,1,1,49.99,19.49
2782,"2013-01-16 11:24:51",65498,58769,2,1,59.99,22.49
2783,"2013-01-16 14:22:16",65515,53683,1,1,49.99,19.49
2784,"2013-01-16 14:28:51",65517,58783,1,1,49.99,19.49
2785,"2013-01-16 16:16:22",65552,58807,1,1,49.99,19.49
2786,"2013-01-16 16:32:52",65555,58809,1,1,49.99,19.49
2787,"2013-01-16 18:50:36",65590,42039,1,1,49.99,19.49
2788,"2013-01-16 19:19:36",65599,57132,1,1,49.99,19.49
2789,"2013-01-16 19:20:14",65598,43309,1,1,49.99,19.49
2790,"2013-01-16 19:51:37",65605,43427,1,1,49.99,19.49
2791,"2013-01-16 20:43:24",65621,58858,1,1,49.99,19.49
2792,"2013-01-16 20:43:50",65622,37875,1,1,49.99,19.49
2793,"2013-01-16 21:20:41",65633,58866,1,1,49.99,19.49
2794,"2013-01-16 22:14:51",65646,58876,1,1,49.99,19.49
2795,"2013-01-16 22:47:43",65657,58883,1,1,49.99,19.49
2796,"2013-01-17 02:00:15",65705,58918,1,1,49.99,19.49
2797,"2013-01-17 03:23:53",65714,58924,1,1,49.99,19.49
2798,"2013-01-17 04:15:08",65721,58928,2,1,59.99,22.49
2799,"2013-01-17 05:17:01",65726,58932,1,1,49.99,19.49
2800,"2013-01-17 10:58:48",65746,39643,2,1,59.99,22.49
2801,"2013-01-17 12:33:50",65755,53156,1,1,49.99,19.49
2802,"2013-01-17 13:46:21",65765,58960,1,1,49.99,19.49
2803,"2013-01-17 14:36:06",65772,58966,2,1,59.99,22.49
2804,"2013-01-17 15:36:38",65787,52923,1,1,49.99,19.49
2805,"2013-01-17 17:17:35",65821,59004,1,1,49.99,19.49
2806,"2013-01-17 17:47:08",65832,55038,1,1,49.99,19.49
2807,"2013-01-17 18:00:45",65835,59014,1,1,49.99,19.49
2808,"2013-01-17 18:10:00",65838,59017,1,1,49.99,19.49
2809,"2013-01-17 18:40:06",65852,59026,1,1,49.99,19.49
2810,"2013-01-17 18:54:27",65863,59034,2,1,59.99,22.49
2811,"2013-01-17 19:46:53",65878,48156,1,1,49.99,19.49
2812,"2013-01-17 20:46:51",65896,59058,1,1,49.99,19.49
2813,"2013-01-17 20:49:19",65898,59060,1,1,49.99,19.49
2814,"2013-01-17 21:41:51",65917,59076,2,1,59.99,22.49
2815,"2013-01-17 21:47:46",65918,59077,1,1,49.99,19.49
2816,"2013-01-17 23:00:50",65931,46805,1,1,49.99,19.49
2817,"2013-01-17 23:35:44",65937,59092,1,1,49.99,19.49
2818,"2013-01-18 00:26:20",65944,38856,2,1,59.99,22.49
2819,"2013-01-18 01:00:52",65948,59100,1,1,49.99,19.49
2820,"2013-01-18 01:54:09",65960,59108,2,1,59.99,22.49
2821,"2013-01-18 01:56:05",65963,49761,1,1,49.99,19.49
2822,"2013-01-18 08:24:10",65999,59139,2,1,59.99,22.49
2823,"2013-01-18 10:43:41",66010,59148,1,1,49.99,19.49
2824,"2013-01-18 12:33:11",66018,44275,1,1,49.99,19.49
2825,"2013-01-18 12:58:48",66020,59156,1,1,49.99,19.49
2826,"2013-01-18 13:04:56",66023,59159,1,1,49.99,19.49
2827,"2013-01-18 13:57:06",66031,59164,1,1,49.99,19.49
2828,"2013-01-18 15:33:52",66050,59179,1,1,49.99,19.49
2829,"2013-01-18 15:50:55",66052,59180,1,1,49.99,19.49
2830,"2013-01-18 17:31:11",66074,59198,1,1,49.99,19.49
2831,"2013-01-18 19:33:26",66103,59217,1,1,49.99,19.49
2832,"2013-01-18 20:07:44",66111,38501,1,1,49.99,19.49
2833,"2013-01-18 20:10:04",66114,59226,1,1,49.99,19.49
2834,"2013-01-18 20:42:06",66122,59230,1,1,49.99,19.49
2835,"2013-01-18 21:55:38",66139,59246,1,1,49.99,19.49
2836,"2013-01-18 21:59:37",66141,59248,2,1,59.99,22.49
2837,"2013-01-19 00:06:37",66160,27929,1,1,49.99,19.49
2838,"2013-01-19 02:00:24",66172,39682,1,1,49.99,19.49
2839,"2013-01-19 03:49:58",66190,59288,1,1,49.99,19.49
2840,"2013-01-19 08:31:53",66210,56242,1,1,49.99,19.49
2841,"2013-01-19 09:49:02",66216,59305,1,1,49.99,19.49
2842,"2013-01-19 18:12:02",66259,59338,1,1,49.99,19.49
2843,"2013-01-19 21:32:53",66269,59346,1,1,49.99,19.49
2844,"2013-01-20 03:49:01",66298,59371,1,1,49.99,19.49
2845,"2013-01-20 17:22:49",66346,59406,1,1,49.99,19.49
2846,"2013-01-20 18:53:06",66353,59411,2,1,59.99,22.49
2847,"2013-01-20 19:11:02",66357,43805,1,1,49.99,19.49
2848,"2013-01-20 23:48:42",66387,42476,1,1,49.99,19.49
2849,"2013-01-21 05:30:54",66432,59469,1,1,49.99,19.49
2850,"2013-01-21 05:40:59",66435,59472,1,1,49.99,19.49
2851,"2013-01-21 06:20:57",66438,59474,1,1,49.99,19.49
2852,"2013-01-21 06:53:57",66443,59479,2,1,59.99,22.49
2853,"2013-01-21 08:38:08",66451,59486,1,1,49.99,19.49
2854,"2013-01-21 10:41:40",66462,43585,1,1,49.99,19.49
2855,"2013-01-21 11:51:36",66465,59496,1,1,49.99,19.49
2856,"2013-01-21 15:23:35",66500,48275,2,1,59.99,22.49
2857,"2013-01-21 17:23:41",66540,48613,1,1,49.99,19.49
2858,"2013-01-21 18:38:39",66566,42592,1,1,49.99,19.49
2859,"2013-01-21 21:09:58",66604,59602,1,1,49.99,19.49
2860,"2013-01-21 23:12:01",66640,59631,1,1,49.99,19.49
2861,"2013-01-22 03:36:52",66673,59656,1,1,49.99,19.49
2862,"2013-01-22 09:30:13",66699,41571,1,1,49.99,19.49
2863,"2013-01-22 13:51:08",66721,59696,2,1,59.99,22.49
2864,"2013-01-22 14:16:46",66725,57464,1,1,49.99,19.49
2865,"2013-01-22 14:28:28",66728,59702,1,1,49.99,19.49
2866,"2013-01-22 17:56:11",66785,59746,1,1,49.99,19.49
2867,"2013-01-22 18:36:40",66794,40567,1,1,49.99,19.49
2868,"2013-01-22 18:37:15",66800,41549,1,1,49.99,19.49
2869,"2013-01-22 19:07:18",66803,39425,1,1,49.99,19.49
2870,"2013-01-22 19:40:44",66817,55685,1,1,49.99,19.49
2871,"2013-01-22 19:51:48",66824,50390,1,1,49.99,19.49
2872,"2013-01-22 20:49:01",66840,59778,1,1,49.99,19.49
2873,"2013-01-22 22:06:08",66858,59792,1,1,49.99,19.49
2874,"2013-01-23 00:58:15",66892,59823,1,1,49.99,19.49
2875,"2013-01-23 09:14:56",66936,59855,1,1,49.99,19.49
2876,"2013-01-23 10:47:34",66943,59861,1,1,49.99,19.49
2877,"2013-01-23 14:15:43",66971,59882,2,1,59.99,22.49
2878,"2013-01-23 16:05:52",67012,59911,2,1,59.99,22.49
2879,"2013-01-23 16:29:02",67024,59921,1,1,49.99,19.49
2880,"2013-01-23 17:39:09",67038,59932,1,1,49.99,19.49
2881,"2013-01-23 19:18:50",67068,59955,1,1,49.99,19.49
2882,"2013-01-23 21:47:32",67112,59986,1,1,49.99,19.49
2883,"2013-01-24 01:53:11",67168,47822,2,1,59.99,22.49
2884,"2013-01-24 02:14:49",67171,60033,1,1,49.99,19.49
2885,"2013-01-24 05:15:41",67194,60051,1,1,49.99,19.49
2886,"2013-01-24 06:05:41",67200,40899,1,1,49.99,19.49
2887,"2013-01-24 08:27:46",67210,60063,1,1,49.99,19.49
2888,"2013-01-24 13:27:32",67235,60081,1,1,49.99,19.49
2889,"2013-01-24 16:16:02",67264,60102,1,1,49.99,19.49
2890,"2013-01-24 16:39:24",67276,60113,2,1,59.99,22.49
2891,"2013-01-24 17:03:26",67290,60125,1,1,49.99,19.49
2892,"2013-01-24 17:10:55",67289,48391,1,1,49.99,19.49
2893,"2013-01-24 18:44:54",67316,60148,1,1,49.99,19.49
2894,"2013-01-24 22:11:06",67372,60195,1,1,49.99,19.49
2895,"2013-01-24 22:12:47",67376,39670,1,1,49.99,19.49
2896,"2013-01-24 23:02:07",67388,60204,1,1,49.99,19.49
2897,"2013-01-24 23:58:22",67398,60212,1,1,49.99,19.49
2898,"2013-01-25 01:20:04",67413,60223,1,1,49.99,19.49
2899,"2013-01-25 01:49:32",67415,60225,1,1,49.99,19.49
2900,"2013-01-25 04:26:12",67444,60247,1,1,49.99,19.49
2901,"2013-01-25 04:36:20",67443,60246,1,1,49.99,19.49
2902,"2013-01-25 06:55:42",67458,40781,1,1,49.99,19.49
2903,"2013-01-25 10:37:24",67468,60265,1,1,49.99,19.49
2904,"2013-01-25 14:33:09",67494,51046,1,1,49.99,19.49
2905,"2013-01-25 14:39:04",67496,47792,1,1,49.99,19.49
2906,"2013-01-25 15:42:43",67512,60297,1,1,49.99,19.49
2907,"2013-01-25 17:49:38",67553,60330,1,1,49.99,19.49
2908,"2013-01-25 18:17:16",67562,46182,1,1,49.99,19.49
2909,"2013-01-25 18:39:31",67568,60342,1,1,49.99,19.49
2910,"2013-01-25 19:41:07",67590,60361,2,1,59.99,22.49
2911,"2013-01-25 22:05:43",67620,60385,1,1,49.99,19.49
2912,"2013-01-25 23:06:35",67633,60397,1,1,49.99,19.49
2913,"2013-01-26 01:48:37",67656,60414,1,1,49.99,19.49
2914,"2013-01-26 05:17:39",67683,60436,1,1,49.99,19.49
2915,"2013-01-26 06:50:49",67685,45561,1,1,49.99,19.49
2916,"2013-01-26 10:56:41",67699,60447,1,1,49.99,19.49
2917,"2013-01-26 14:19:07",67709,60456,1,1,49.99,19.49
2918,"2013-01-26 15:34:46",67715,60460,1,1,49.99,19.49
2919,"2013-01-26 20:18:51",67745,52133,1,1,49.99,19.49
2920,"2013-01-26 23:11:41",67763,60499,1,1,49.99,19.49
2921,"2013-01-27 03:18:09",67786,60517,1,1,49.99,19.49
2922,"2013-01-27 03:18:19",67785,42741,1,1,49.99,19.49
2923,"2013-01-27 07:49:59",67801,40212,1,1,49.99,19.49
2924,"2013-01-27 09:47:40",67803,50292,1,1,49.99,19.49
2925,"2013-01-27 11:45:49",67805,60533,1,1,49.99,19.49
2926,"2013-01-27 15:12:33",67821,60547,1,1,49.99,19.49
2927,"2013-01-27 16:20:12",67828,60553,1,1,49.99,19.49
2928,"2013-01-27 18:38:18",67841,60562,1,1,49.99,19.49
2929,"2013-01-28 00:38:45",67882,60597,1,1,49.99,19.49
2930,"2013-01-28 02:54:27",67891,60605,1,1,49.99,19.49
2931,"2013-01-28 04:38:03",67902,60614,1,1,49.99,19.49
2932,"2013-01-28 14:47:35",67955,46800,1,1,49.99,19.49
2933,"2013-01-28 15:10:05",67957,60658,1,1,49.99,19.49
2934,"2013-01-28 18:32:23",68007,60695,1,1,49.99,19.49
2935,"2013-01-28 19:14:50",68019,60703,1,1,49.99,19.49
2936,"2013-01-28 21:31:49",68047,60728,1,1,49.99,19.49
2937,"2013-01-28 21:33:41",68048,37651,2,1,59.99,22.49
2938,"2013-01-28 21:55:53",68051,57358,1,1,49.99,19.49
2939,"2013-01-28 23:40:31",68080,60749,1,1,49.99,19.49
2940,"2013-01-28 23:41:02",68079,60748,2,1,59.99,22.49
2941,"2013-01-28 23:42:21",68078,60747,2,1,59.99,22.49
2942,"2013-01-29 04:13:10",68111,60771,1,1,49.99,19.49
2943,"2013-01-29 08:34:36",68131,39643,1,1,49.99,19.49
2944,"2013-01-29 10:56:55",68140,60793,1,1,49.99,19.49
2945,"2013-01-29 11:47:10",68143,60796,1,1,49.99,19.49
2946,"2013-01-29 15:09:14",68185,58863,2,1,59.99,22.49
2947,"2013-01-29 16:26:56",68207,60842,1,1,49.99,19.49
2948,"2013-01-29 18:41:25",68250,60876,1,1,49.99,19.49
2949,"2013-01-29 19:52:46",68267,60891,2,1,59.99,22.49
2950,"2013-01-29 20:37:21",68276,50722,1,1,49.99,19.49
2951,"2013-01-29 20:56:14",68284,48409,1,1,49.99,19.49
2952,"2013-01-30 02:26:26",68331,37178,1,1,49.99,19.49
2953,"2013-01-30 04:06:24",68345,60950,1,1,49.99,19.49
2954,"2013-01-30 14:23:34",68402,51684,2,1,59.99,22.49
2955,"2013-01-30 14:55:32",68411,55570,1,1,49.99,19.49
2956,"2013-01-30 15:14:22",68412,61003,1,1,49.99,19.49
2957,"2013-01-30 15:30:35",68421,61008,1,1,49.99,19.49
2958,"2013-01-30 17:31:08",68461,61039,1,1,49.99,19.49
2959,"2013-01-30 18:10:19",68478,61051,1,1,49.99,19.49
2960,"2013-01-30 19:07:46",68494,61065,1,1,49.99,19.49
2961,"2013-01-30 20:47:16",68527,55693,1,1,49.99,19.49
2962,"2013-01-30 21:39:16",68546,60383,1,1,49.99,19.49
2963,"2013-01-30 21:52:20",68549,61108,1,1,49.99,19.49
2964,"2013-01-30 22:45:48",68559,61115,1,1,49.99,19.49
2965,"2013-01-30 23:09:52",68570,61121,1,1,49.99,19.49
2966,"2013-01-31 06:49:58",68632,61164,1,1,49.99,19.49
2967,"2013-01-31 08:01:23",68638,61169,1,1,49.99,19.49
2968,"2013-01-31 16:26:29",68696,48585,1,1,49.99,19.49
2969,"2013-01-31 17:44:23",68719,61233,2,1,59.99,22.49
2970,"2013-01-31 19:38:25",68751,61253,1,1,49.99,19.49
2971,"2013-01-31 19:43:00",68752,61254,1,1,49.99,19.49
2972,"2013-01-31 21:48:49",68791,61284,1,1,49.99,19.49
2973,"2013-01-31 22:42:08",68803,61292,2,1,59.99,22.49
2974,"2013-01-31 23:38:14",68826,61313,1,1,49.99,19.49
2975,"2013-02-01 01:30:22",68847,59665,1,1,49.99,19.49
2976,"2013-02-01 01:42:42",68850,51841,1,1,49.99,19.49
2977,"2013-02-01 05:01:38",68870,61342,1,1,49.99,19.49
2978,"2013-02-01 14:08:05",68907,61375,1,1,49.99,19.49
2979,"2013-02-01 14:20:28",68915,56246,1,1,49.99,19.49
2980,"2013-02-01 15:28:57",68924,50097,1,1,49.99,19.49
2981,"2013-02-01 15:37:51",68927,61391,2,1,59.99,22.49
2982,"2013-02-01 15:39:14",68926,51181,1,1,49.99,19.49
